Codigo,NomeCompleto,ProfissaoDesejada,Sexo,DataNascimento,PretencaoSalarial,UF,MunicipioDeNascimento,EstadoCivil
14124,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,01/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14125,Juliana Abreu Amaral,Dona do Google,F,02/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14126,Cleyciane Farias,Empresaria,F,03/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14127,Jonivalber Manoel Silva,Médico,M,04/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14128,Jonivalber Manoel Silva,Médico,M,05/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14129,Raina Maria Maia,Bióloga,M,06/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14130,Raul Vitor Lopes da Costa,Analista,M,07/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14131,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,08/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14132,Juliana Abreu Amaral,Dona do Google,F,09/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14133,Cleyciane Farias,Empresaria,F,10/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14134,Jonivalber Manoel Silva,Médico,M,11/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14135,Raina Maria Maia,Bióloga,M,12/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14136,Raul Vitor Lopes da Costa,Analista,M,13/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14137,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,14/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14138,Juliana Abreu Amaral,Dona do Google,F,15/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14139,Cleyciane Farias,Empresaria,F,16/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14140,Jonivalber Manoel Silva,Médico,M,17/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14141,Raul Vitor Lopes da Costa,Analista,M,18/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14142,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,19/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14143,Juliana Abreu Amaral,Dona do Google,F,20/09/2010 00:00,2000,RO,Porto Velho,Divorciado
14144,Cleyciane Farias,Empresaria,F,21/09/2010 00:00,2000,SP,São Paulo,Viuvo
14145,Jonivalber Manoel Silva,Médico,M,22/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14146,Raina Maria Maia,Bióloga,M,23/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14147,Raul Vitor Lopes da Costa,Analista,M,24/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14148,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,25/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14149,Juliana Abreu Amaral,Dona do Google,F,26/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14150,Cleyciane Farias,Empresaria,F,27/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14151,Jonivalber Manoel Silva,Médico,M,28/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14152,Raina Maria Maia,Bióloga,M,29/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14153,Raul Vitor Lopes da Costa,Analista,M,30/09/2010 00:00,1500,AC,Rio Branco,Solteiro
14154,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,01/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14155,Juliana Abreu Amaral,Dona do Google,F,02/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14156,Cleyciane Farias,Empresaria,F,03/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14157,Jonivalber Manoel Silva,Médico,M,04/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14158,Jonivalber Manoel Silva,Médico,M,05/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14159,Raina Maria Maia,Bióloga,M,06/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14160,Raul Vitor Lopes da Costa,Analista,M,07/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14161,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,08/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14162,Juliana Abreu Amaral,Dona do Google,F,09/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14163,Cleyciane Farias,Empresaria,F,10/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14164,Jonivalber Manoel Silva,Médico,M,11/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14165,Raina Maria Maia,Bióloga,M,12/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14166,Raul Vitor Lopes da Costa,Analista,M,13/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14167,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,14/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14168,Juliana Abreu Amaral,Dona do Google,F,15/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14169,Cleyciane Farias,Empresaria,F,16/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14170,Jonivalber Manoel Silva,Médico,M,17/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14171,Raul Vitor Lopes da Costa,Analista,M,18/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14172,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,19/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14173,Juliana Abreu Amaral,Dona do Google,F,20/10/2010 00:00,2000,RO,Porto Velho,Divorciado
14174,Cleyciane Farias,Empresaria,F,21/10/2010 00:00,2000,SP,São Paulo,Viuvo
14175,Jonivalber Manoel Silva,Médico,M,22/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14176,Raina Maria Maia,Bióloga,M,23/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14177,Raul Vitor Lopes da Costa,Analista,M,24/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14178,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,25/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14179,Juliana Abreu Amaral,Dona do Google,F,26/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14180,Cleyciane Farias,Empresaria,F,27/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14181,Jonivalber Manoel Silva,Médico,M,28/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14182,Raina Maria Maia,Bióloga,M,29/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14183,Raul Vitor Lopes da Costa,Analista,M,30/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14184,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,31/10/2010 00:00,1500,AC,Rio Branco,Solteiro
14185,Juliana Abreu Amaral,Dona do Google,F,01/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14186,Cleyciane Farias,Empresaria,F,02/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14187,Jonivalber Manoel Silva,Médico,M,03/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14188,Jonivalber Manoel Silva,Médico,M,04/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14189,Raina Maria Maia,Bióloga,M,05/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14190,Raul Vitor Lopes da Costa,Analista,M,06/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14191,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,07/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14192,Juliana Abreu Amaral,Dona do Google,F,08/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14193,Cleyciane Farias,Empresaria,F,09/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14194,Jonivalber Manoel Silva,Médico,M,10/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14195,Raina Maria Maia,Bióloga,M,11/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14196,Raul Vitor Lopes da Costa,Analista,M,12/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14197,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,13/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14198,Juliana Abreu Amaral,Dona do Google,F,14/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14199,Cleyciane Farias,Empresaria,F,15/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14200,Jonivalber Manoel Silva,Médico,M,16/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14201,Raul Vitor Lopes da Costa,Analista,M,17/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14202,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,18/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14203,Juliana Abreu Amaral,Dona do Google,F,19/11/2010 00:00,2000,RO,Porto Velho,Divorciado
14204,Cleyciane Farias,Empresaria,F,20/11/2010 00:00,2000,SP,São Paulo,Viuvo
14205,Jonivalber Manoel Silva,Médico,M,21/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14206,Raina Maria Maia,Bióloga,M,22/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14207,Raul Vitor Lopes da Costa,Analista,M,23/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14208,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,24/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14209,Juliana Abreu Amaral,Dona do Google,F,25/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14210,Cleyciane Farias,Empresaria,F,26/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14211,Jonivalber Manoel Silva,Médico,M,27/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14212,Raina Maria Maia,Bióloga,M,28/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14213,Raul Vitor Lopes da Costa,Analista,M,29/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14214,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,30/11/2010 00:00,1500,AC,Rio Branco,Solteiro
14215,Juliana Abreu Amaral,Dona do Google,F,01/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14216,Cleyciane Farias,Empresaria,F,02/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14217,Jonivalber Manoel Silva,Médico,M,03/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14218,Jonivalber Manoel Silva,Médico,M,04/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14219,Raina Maria Maia,Bióloga,M,05/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14220,Raul Vitor Lopes da Costa,Analista,M,06/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14221,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,07/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14222,Juliana Abreu Amaral,Dona do Google,F,08/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14223,Cleyciane Farias,Empresaria,F,09/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14224,Jonivalber Manoel Silva,Médico,M,10/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14225,Raina Maria Maia,Bióloga,M,11/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14226,Raul Vitor Lopes da Costa,Analista,M,12/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14227,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,13/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14228,Juliana Abreu Amaral,Dona do Google,F,14/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14229,Cleyciane Farias,Empresaria,F,15/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14230,Jonivalber Manoel Silva,Médico,M,16/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14231,Raul Vitor Lopes da Costa,Analista,M,17/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14232,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,18/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14233,Juliana Abreu Amaral,Dona do Google,F,19/12/2010 00:00,2000,RO,Porto Velho,Divorciado
14234,Cleyciane Farias,Empresaria,F,20/12/2010 00:00,2000,SP,São Paulo,Viuvo
14235,Jonivalber Manoel Silva,Médico,M,21/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14236,Raina Maria Maia,Bióloga,M,22/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14237,Raul Vitor Lopes da Costa,Analista,M,23/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14238,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,24/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14239,Juliana Abreu Amaral,Dona do Google,F,25/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14240,Cleyciane Farias,Empresaria,F,26/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14241,Jonivalber Manoel Silva,Médico,M,27/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14242,Raina Maria Maia,Bióloga,M,28/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14243,Raul Vitor Lopes da Costa,Analista,M,29/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14244,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,30/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14245,Juliana Abreu Amaral,Dona do Google,F,31/12/2010 00:00,1500,AC,Rio Branco,Solteiro
14246,Cleyciane Farias,Empresaria,F,01/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14247,Jonivalber Manoel Silva,Médico,M,02/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14248,Jonivalber Manoel Silva,Médico,M,03/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14249,Raina Maria Maia,Bióloga,M,04/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14250,Raul Vitor Lopes da Costa,Analista,M,05/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14251,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,06/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14252,Juliana Abreu Amaral,Dona do Google,F,07/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14253,Cleyciane Farias,Empresaria,F,08/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14254,Jonivalber Manoel Silva,Médico,M,09/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14255,Raina Maria Maia,Bióloga,M,10/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14256,Raul Vitor Lopes da Costa,Analista,M,11/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14257,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,12/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14258,Juliana Abreu Amaral,Dona do Google,F,13/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14259,Cleyciane Farias,Empresaria,F,14/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14260,Jonivalber Manoel Silva,Médico,M,15/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14261,Raul Vitor Lopes da Costa,Analista,M,16/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14262,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,17/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14263,Juliana Abreu Amaral,Dona do Google,F,18/01/2011 00:00,2000,RO,Porto Velho,Divorciado
14264,Cleyciane Farias,Empresaria,F,19/01/2011 00:00,2000,SP,São Paulo,Viuvo
14265,Jonivalber Manoel Silva,Médico,M,20/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14266,Raina Maria Maia,Bióloga,M,21/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14267,Raul Vitor Lopes da Costa,Analista,M,22/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14268,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,23/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14269,Juliana Abreu Amaral,Dona do Google,F,24/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14270,Cleyciane Farias,Empresaria,F,25/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14271,Jonivalber Manoel Silva,Médico,M,26/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14272,Raina Maria Maia,Bióloga,M,27/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14273,Raul Vitor Lopes da Costa,Analista,M,28/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14274,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,29/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14275,Juliana Abreu Amaral,Dona do Google,F,30/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14276,Cleyciane Farias,Empresaria,F,31/01/2011 00:00,1500,AC,Rio Branco,Solteiro
14277,Jonivalber Manoel Silva,Médico,M,01/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14278,Jonivalber Manoel Silva,Médico,M,02/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14279,Raina Maria Maia,Bióloga,M,03/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14280,Raul Vitor Lopes da Costa,Analista,M,04/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14281,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,05/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14282,Juliana Abreu Amaral,Dona do Google,F,06/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14283,Cleyciane Farias,Empresaria,F,07/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14284,Jonivalber Manoel Silva,Médico,M,08/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14285,Raina Maria Maia,Bióloga,M,09/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14286,Raul Vitor Lopes da Costa,Analista,M,10/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14287,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,11/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14288,Juliana Abreu Amaral,Dona do Google,F,12/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14289,Cleyciane Farias,Empresaria,F,13/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14290,Jonivalber Manoel Silva,Médico,M,14/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14291,Raul Vitor Lopes da Costa,Analista,M,15/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14292,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,16/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14293,Juliana Abreu Amaral,Dona do Google,F,17/02/2011 00:00,2000,RO,Porto Velho,Divorciado
14294,Cleyciane Farias,Empresaria,F,18/02/2011 00:00,2000,SP,São Paulo,Viuvo
14295,Jonivalber Manoel Silva,Médico,M,19/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14296,Raina Maria Maia,Bióloga,M,20/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14297,Raul Vitor Lopes da Costa,Analista,M,21/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14298,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,22/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14299,Juliana Abreu Amaral,Dona do Google,F,23/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14300,Cleyciane Farias,Empresaria,F,24/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14301,Jonivalber Manoel Silva,Médico,M,25/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14302,Raina Maria Maia,Bióloga,M,26/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14303,Raul Vitor Lopes da Costa,Analista,M,27/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14304,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,28/02/2011 00:00,1500,AC,Rio Branco,Solteiro
14305,Juliana Abreu Amaral,Dona do Google,F,01/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14306,Cleyciane Farias,Empresaria,F,02/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14307,Jonivalber Manoel Silva,Médico,M,03/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14308,Jonivalber Manoel Silva,Médico,M,04/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14309,Raina Maria Maia,Bióloga,M,05/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14310,Raul Vitor Lopes da Costa,Analista,M,06/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14311,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,07/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14312,Juliana Abreu Amaral,Dona do Google,F,08/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14313,Cleyciane Farias,Empresaria,F,09/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14314,Jonivalber Manoel Silva,Médico,M,10/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14315,Raina Maria Maia,Bióloga,M,11/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14316,Raul Vitor Lopes da Costa,Analista,M,12/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14317,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,13/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14318,Juliana Abreu Amaral,Dona do Google,F,14/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14319,Cleyciane Farias,Empresaria,F,15/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14320,Jonivalber Manoel Silva,Médico,M,16/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14321,Raul Vitor Lopes da Costa,Analista,M,17/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14322,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,18/03/2011 00:00,5000,AC,Senador Guiomard,Casado
14323,Juliana Abreu Amaral,Dona do Google,F,19/03/2011 00:00,2000,RO,Porto Velho,Divorciado
14324,Cleyciane Farias,Empresaria,F,20/03/2011 00:00,2000,SP,São Paulo,Viuvo
14325,Jonivalber Manoel Silva,Médico,M,21/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14326,Raina Maria Maia,Bióloga,M,22/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14327,Raul Vitor Lopes da Costa,Analista,M,23/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14328,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,24/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14329,Juliana Abreu Amaral,Dona do Google,F,25/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14330,Cleyciane Farias,Empresaria,F,26/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14331,Jonivalber Manoel Silva,Médico,M,27/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14332,Raina Maria Maia,Bióloga,M,28/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14333,Raul Vitor Lopes da Costa,Analista,M,29/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14334,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,30/03/2011 00:00,3700,AC,Rio Branco,Casado
14335,Juliana Abreu Amaral,Dona do Google,F,31/03/2011 00:00,1500,AC,Rio Branco,Solteiro
14336,Cleyciane Farias,Empresaria,F,01/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14337,Jonivalber Manoel Silva,Médico,M,02/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14338,Jonivalber Manoel Silva,Médico,M,03/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14339,Raina Maria Maia,Bióloga,M,04/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14340,Raul Vitor Lopes da Costa,Analista,M,05/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14341,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,06/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14342,Juliana Abreu Amaral,Dona do Google,F,07/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14343,Cleyciane Farias,Empresaria,F,08/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14344,Jonivalber Manoel Silva,Médico,M,09/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14345,Raina Maria Maia,Bióloga,M,10/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14346,Raul Vitor Lopes da Costa,Analista,M,11/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14347,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,12/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14348,Juliana Abreu Amaral,Dona do Google,F,13/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14349,Cleyciane Farias,Empresaria,F,14/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14350,Jonivalber Manoel Silva,Médico,M,15/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14351,Raul Vitor Lopes da Costa,Analista,M,16/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14352,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,17/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14353,Juliana Abreu Amaral,Dona do Google,F,18/04/2011 00:00,2000,RO,Porto Velho,Divorciado
14354,Cleyciane Farias,Empresaria,F,19/04/2011 00:00,2000,SP,São Paulo,Viuvo
14355,Jonivalber Manoel Silva,Médico,M,20/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14356,Raina Maria Maia,Bióloga,M,21/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14357,Raul Vitor Lopes da Costa,Analista,M,22/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14358,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,23/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14359,Juliana Abreu Amaral,Dona do Google,F,24/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14360,Cleyciane Farias,Empresaria,F,25/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14361,Jonivalber Manoel Silva,Médico,M,26/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14362,Raina Maria Maia,Bióloga,M,27/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14363,Raul Vitor Lopes da Costa,Analista,M,28/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14364,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,29/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14365,Juliana Abreu Amaral,Dona do Google,F,30/04/2011 00:00,1500,AC,Rio Branco,Solteiro
14366,Cleyciane Farias,Empresaria,F,01/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14367,Jonivalber Manoel Silva,Médico,M,02/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14368,Jonivalber Manoel Silva,Médico,M,03/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14369,Raina Maria Maia,Bióloga,M,04/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14370,Raul Vitor Lopes da Costa,Analista,M,05/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14371,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,06/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14372,Juliana Abreu Amaral,Dona do Google,F,07/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14373,Cleyciane Farias,Empresaria,F,08/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14374,Jonivalber Manoel Silva,Médico,M,09/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14375,Raina Maria Maia,Bióloga,M,10/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14376,Raul Vitor Lopes da Costa,Analista,M,11/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14377,Marcelo Vinicius Falcão Martins,Programador de Jogos,M,12/05/2011 00:00,1500,AC,Rio Branco,Solteiro
14378,Juliana Abreu Amaral,Dona do Google,F,13/05/2011 00:00,1500,AC,Rio Branco,Solteiro
